name,code,category,brand,model,serial,condition,quantity,ownership,location,warehouse,qr,description,notes,purchasePrice,replacementValue,currentBookValue
Disco Seagate Barracuda COMPUTE 4TB,R-1188-6,HD,,,ZDH2DYWP,Good,7,owned,,STORAGE 01,1001235,Disco Seagate Barracuda COMPUTE 4TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1188; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 7200 RPM,,,
Disco Seagate Barracuda COMPUTE 4TB,R-1188-7,HD,,,WGY0DTX4,Good,7,owned,,STORAGE 01,1001235,Disco Seagate Barracuda COMPUTE 4TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1188; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 7200 RPM,,,
Disco HGST APR-2015 4TB,R-1189,HD,,,PCGH47ZN,Good,1,owned,,STORAGE 01,1001243,Disco HGST APR-2015 4TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1189; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 7200 RPM,,,
Disco HGST AUG-2014 4TB,R-1190,HD,,,PCGH47ZN,Good,1,owned,,STORAGE 01,1001245,Disco HGST AUG-2014 4TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1190; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 7200 RPM,,,
Disco Seagate Barracuda COMPUTE 4TB,R-1191,HD,,,WFN02PVV,Good,2,owned,,STORAGE 01,1001247,Disco Seagate Barracuda COMPUTE 4TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1191; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 5400 RPM,,,
Disco Seagate Barracuda COMPUTE 4TB,R-1191-2,HD,,,WFN03BJK,Good,2,owned,,STORAGE 01,1001247,Disco Seagate Barracuda COMPUTE 4TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1191; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 5400 RPM,,,
DiscoSeagate Barracuda COMPUTE,R-1192,HD,,,Z4Z90SBL,Good,2,owned,,STORAGE 01,1001250,DiscoSeagate Barracuda COMPUTE,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1192; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 7200 RPM,,,
DiscoSeagate Barracuda COMPUTE,R-1192-2,HD,,,Z4Z911QF,Good,2,owned,,STORAGE 01,1001250,DiscoSeagate Barracuda COMPUTE,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1192; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 7200 RPM,,,
Disco Western Digital Green 2TB,R-1193,HD,,,WCC4M4TRP5N4,Good,1,owned,,STORAGE 01,1001253,Disco Western Digital Green 2TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1193; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 5400 RPM,,,
Disco Seagate IronWolf NAS 8TB,R-1194,HD,,,WSD1DBL7,Good,26,owned,,STORAGE 01,1001255,Disco Seagate IronWolf NAS 8TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1194; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 7200 RPM,,,
Disco Seagate IronWolf NAS 8TB,R-1194-2,HD,,,WSD10CJB,Good,26,owned,,STORAGE 01,1001255,Disco Seagate IronWolf NAS 8TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1194; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 7200 RPM,,,
Disco Seagate IronWolf NAS 8TB,R-1194-3,HD,,,WSD19NRV,Good,26,owned,,STORAGE 01,1001255,Disco Seagate IronWolf NAS 8TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1194; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 7200 RPM,,,
Disco Seagate IronWolf NAS 8TB,R-1194-4,HD,,,WSD1DBPY,Good,26,owned,,STORAGE 01,1001255,Disco Seagate IronWolf NAS 8TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1194; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 7200 RPM,,,
Disco Seagate IronWolf NAS 8TB,R-1194-5,HD,,,WSD0NYMF,Good,26,owned,,STORAGE 01,1001255,Disco Seagate IronWolf NAS 8TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1194; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 7200 RPM,,,
Disco Seagate IronWolf NAS 8TB,R-1194-6,HD,,,WSD09PZ7,Good,26,owned,,STORAGE 01,1001255,Disco Seagate IronWolf NAS 8TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1194; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 7200 RPM,,,
Disco Seagate IronWolf NAS 8TB,R-1194-7,HD,,,WSD0V35J,Good,26,owned,,STORAGE 01,1001255,Disco Seagate IronWolf NAS 8TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1194; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 7200 RPM,,,
Disco Seagate IronWolf NAS 8TB,R-1194-8,HD,,,WSD0JZXM,Good,26,owned,,STORAGE 01,1001255,Disco Seagate IronWolf NAS 8TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1194; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 7200 RPM,,,
Disco Seagate IronWolf NAS 8TB,R-1194-9,HD,,,WSD1DAJ3,Good,26,owned,,STORAGE 01,1001255,Disco Seagate IronWolf NAS 8TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1194; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 7200 RPM,,,
Disco Seagate IronWolf NAS 8TB,R-1194-10,HD,,,WSD1DAPY,Good,26,owned,,STORAGE 01,1001255,Disco Seagate IronWolf NAS 8TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1194; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 7200 RPM,,,
Disco Seagate IronWolf NAS 8TB,R-1194-11,HD,,,WSD2ARDR,Good,26,owned,,STORAGE 01,1001255,Disco Seagate IronWolf NAS 8TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1194; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 7200 RPM,,,
Disco Seagate IronWolf NAS 8TB,R-1194-12,HD,,,WSD2HAYQ,Good,26,owned,,STORAGE 01,1001255,Disco Seagate IronWolf NAS 8TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1194; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 7200 RPM,,,
Disco Seagate IronWolf NAS 8TB,R-1194-13,HD,,,WSD0JZVH,Good,26,owned,,STORAGE 01,1001255,Disco Seagate IronWolf NAS 8TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1194; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 7200 RPM,,,
Disco Seagate IronWolf NAS 8TB,R-1194-14,HD,,,WSD0JZXL,Good,26,owned,,STORAGE 01,1001255,Disco Seagate IronWolf NAS 8TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1194; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 7200 RPM,,,
Disco Seagate IronWolf NAS 8TB,R-1194-15,HD,,,WSD046PX,Good,26,owned,,STORAGE 01,1001255,Disco Seagate IronWolf NAS 8TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1194; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 7200 RPM,,,
Disco Seagate IronWolf NAS 8TB,R-1194-16,HD,,,WSD1DB1B,Good,26,owned,,STORAGE 01,1001255,Disco Seagate IronWolf NAS 8TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1194; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 7200 RPM,,,
Disco Seagate IronWolf NAS 8TB,R-1194-17,HD,,,WSD15Z3L,Good,26,owned,,STORAGE 01,1001255,Disco Seagate IronWolf NAS 8TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1194; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 7200 RPM,,,
Disco Seagate IronWolf NAS 8TB,R-1194-18,HD,,,WSD086J0,Good,26,owned,,STORAGE 01,1001255,Disco Seagate IronWolf NAS 8TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1194; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 7200 RPM,,,
Disco Seagate IronWolf NAS 8TB,R-1194-19,HD,,,WSD2BV70,Good,26,owned,,STORAGE 01,1001255,Disco Seagate IronWolf NAS 8TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1194; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 7200 RPM,,,
Disco Seagate IronWolf NAS 8TB,R-1194-20,HD,,,WSD08SA1,Good,26,owned,,STORAGE 01,1001255,Disco Seagate IronWolf NAS 8TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1194; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 7200 RPM,,,
Disco Seagate IronWolf NAS 8TB,R-1194-21,HD,,,WSD2HA8Z,Good,26,owned,,STORAGE 01,1001255,Disco Seagate IronWolf NAS 8TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1194; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 7200 RPM,,,
Disco Seagate IronWolf NAS 8TB,R-1194-22,HD,,,WSD0FKJW,Good,26,owned,,STORAGE 01,1001255,Disco Seagate IronWolf NAS 8TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1194; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 7200 RPM,,,
Disco Seagate IronWolf NAS 8TB,R-1194-23,HD,,,WSD2H0V5,Good,26,owned,,STORAGE 01,1001255,Disco Seagate IronWolf NAS 8TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1194; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 7200 RPM,,,
Disco Seagate IronWolf NAS 8TB,R-1194-24,HD,,,WSD1D2CH,Good,26,owned,,STORAGE 01,1001255,Disco Seagate IronWolf NAS 8TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1194; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 7200 RPM,,,
Disco Seagate IronWolf NAS 8TB,R-1194-25,HD,,,WSD15X01,Good,26,owned,,STORAGE 01,1001255,Disco Seagate IronWolf NAS 8TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1194; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 7200 RPM,,,
Disco Seagate IronWolf NAS 8TB,R-1194-26,HD,,,WSD2VJJ5,Good,26,owned,,STORAGE 01,1001255,Disco Seagate IronWolf NAS 8TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1194; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : HDD Velocidad : 7200 RPM,,,
Disco Seagate IronWolf 125 1TB,R-1195,HD,,,7TC004X7,Good,12,owned,,STORAGE 01,1001282,Disco Seagate IronWolf 125 1TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1195; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : SDD Velocidad : SATA 6Gb/s,,,
Disco Seagate IronWolf 125 1TB,R-1195-2,HD,,,7TC0052Y,Good,12,owned,,STORAGE 01,1001282,Disco Seagate IronWolf 125 1TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1195; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : SDD Velocidad : SATA 6Gb/s,,,
Disco Seagate IronWolf 125 1TB,R-1195-3,HD,,,7TC004XC,Good,12,owned,,STORAGE 01,1001282,Disco Seagate IronWolf 125 1TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1195; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : SDD Velocidad : SATA 6Gb/s,,,
Disco Seagate IronWolf 125 1TB,R-1195-4,HD,,,7TC004ZC,Good,12,owned,,STORAGE 01,1001282,Disco Seagate IronWolf 125 1TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1195; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : SDD Velocidad : SATA 6Gb/s,,,
Disco Seagate IronWolf 125 1TB,R-1195-5,HD,,,7TC0059J,Good,12,owned,,STORAGE 01,1001282,Disco Seagate IronWolf 125 1TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1195; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : SDD Velocidad : SATA 6Gb/s,,,
Disco Seagate IronWolf 125 1TB,R-1195-6,HD,,,7TC004WZ,Good,12,owned,,STORAGE 01,1001282,Disco Seagate IronWolf 125 1TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1195; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : SDD Velocidad : SATA 6Gb/s,,,
Disco Seagate IronWolf 125 1TB,R-1195-7,HD,,,7TC0054F,Good,12,owned,,STORAGE 01,1001282,Disco Seagate IronWolf 125 1TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1195; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : SDD Velocidad : SATA 6Gb/s,,,
Disco Seagate IronWolf 125 1TB,R-1195-8,HD,,,7TC0050J,Good,12,owned,,STORAGE 01,1001282,Disco Seagate IronWolf 125 1TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1195; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : SDD Velocidad : SATA 6Gb/s,,,
Disco Seagate IronWolf 125 1TB,R-1195-9,HD,,,7TC004ZQ,Good,12,owned,,STORAGE 01,1001282,Disco Seagate IronWolf 125 1TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1195; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : SDD Velocidad : SATA 6Gb/s,,,
Disco Seagate IronWolf 125 1TB,R-1195-10,HD,,,7TC0059B,Good,12,owned,,STORAGE 01,1001282,Disco Seagate IronWolf 125 1TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1195; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : SDD Velocidad : SATA 6Gb/s,,,
Disco Seagate IronWolf 125 1TB,R-1195-11,HD,,,7TC004YN,Good,12,owned,,STORAGE 01,1001282,Disco Seagate IronWolf 125 1TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1195; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : SDD Velocidad : SATA 6Gb/s,,,
Disco Seagate IronWolf 125 1TB,R-1195-12,HD,,,7TC005CC,Good,12,owned,,STORAGE 01,1001282,Disco Seagate IronWolf 125 1TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1195; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : SDD Velocidad : SATA 6Gb/s,,,
Disco Western Digital WD RED SA500 1TB,R-1196,HD,,,21115Z800059,Good,4,owned,,STORAGE 01,1001295,Disco Western Digital WD RED SA500 1TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1196; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : SDD Velocidad : SATA 2.5,,,
Disco Western Digital WD RED SA500 1TB,R-1196-2,HD,,,21115Z800076,Good,4,owned,,STORAGE 01,1001295,Disco Western Digital WD RED SA500 1TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1196; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : SDD Velocidad : SATA 2.5,,,
Disco Western Digital WD RED SA500 1TB,R-1196-3,HD,,,21115Z800002,Good,4,owned,,STORAGE 01,1001295,Disco Western Digital WD RED SA500 1TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1196; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : SDD Velocidad : SATA 2.5,,,
Disco Western Digital WD RED SA500 1TB,R-1196-4,HD,,,21115Z800051,Good,4,owned,,STORAGE 01,1001295,Disco Western Digital WD RED SA500 1TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1196; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : SDD Velocidad : SATA 2.5,,,
Disco Seagate IronWolf 125 2TB,R-1197,HD,,,7TD003VR,Good,8,owned,,STORAGE 01,1001300,Disco Seagate IronWolf 125 2TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1197; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : SDD Velocidad : SATA 2.5,,,
Disco Seagate IronWolf 125 2TB,R-1197-2,HD,,,7TD003W0,Good,8,owned,,STORAGE 01,1001300,Disco Seagate IronWolf 125 2TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1197; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : SDD Velocidad : SATA 2.5,,,
Disco Seagate IronWolf 125 2TB,R-1197-3,HD,,,7TD0046G,Good,8,owned,,STORAGE 01,1001300,Disco Seagate IronWolf 125 2TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1197; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : SDD Velocidad : SATA 2.5,,,
Disco Seagate IronWolf 125 2TB,R-1197-4,HD,,,7TD0046J,Good,8,owned,,STORAGE 01,1001300,Disco Seagate IronWolf 125 2TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1197; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : SDD Velocidad : SATA 2.5,,,
Disco Seagate IronWolf 125 2TB,R-1197-5,HD,,,7TD003YT,Good,8,owned,,STORAGE 01,1001300,Disco Seagate IronWolf 125 2TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1197; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : SDD Velocidad : SATA 2.5,,,
Disco Seagate IronWolf 125 2TB,R-1197-6,HD,,,7TD00477,Good,8,owned,,STORAGE 01,1001300,Disco Seagate IronWolf 125 2TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1197; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : SDD Velocidad : SATA 2.5,,,
Disco Seagate IronWolf 125 2TB,R-1197-7,HD,,,7TD0040X,Good,8,owned,,STORAGE 01,1001300,Disco Seagate IronWolf 125 2TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1197; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : SDD Velocidad : SATA 2.5,,,
Disco Seagate IronWolf 125 2TB,R-1197-8,HD,,,7TD0044R,Good,8,owned,,STORAGE 01,1001300,Disco Seagate IronWolf 125 2TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1197; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : SDD Velocidad : SATA 2.5,,,
Disco Western Digital WD RED SA500 2TB,R-1198,HD,,,21084H800464,Good,8,owned,,STORAGE 01,1001309,Disco Western Digital WD RED SA500 2TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1198; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : SDD Velocidad : SATA 2.5,,,
Disco Western Digital WD RED SA500 2TB,R-1198-2,HD,,,21084H800516,Good,8,owned,,STORAGE 01,1001309,Disco Western Digital WD RED SA500 2TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1198; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : SDD Velocidad : SATA 2.5,,,
Disco Western Digital WD RED SA500 2TB,R-1198-3,HD,,,21084H800532,Good,8,owned,,STORAGE 01,1001309,Disco Western Digital WD RED SA500 2TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1198; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : SDD Velocidad : SATA 2.5,,,
Disco Western Digital WD RED SA500 2TB,R-1198-4,HD,,,21084H800454,Good,8,owned,,STORAGE 01,1001309,Disco Western Digital WD RED SA500 2TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1198; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : SDD Velocidad : SATA 2.5,,,
Disco Western Digital WD RED SA500 2TB,R-1198-5,HD,,,7TD0047M,Good,8,owned,,STORAGE 01,1001309,Disco Western Digital WD RED SA500 2TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 1198; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: Tipo : SDD Velocidad : SATA 2.5,,,
